date,clouds,weather_condition
2022-05-16 18:00:00,6,Clear
2022-05-17 18:00:00,52,Clouds
2022-05-18 18:00:00,100,Clouds
2022-05-19 18:00:00,6,Clear
2022-05-20 18:00:00,0,Clear
2022-05-21 18:00:00,99,Clouds
2022-05-22 18:00:00,99,Clouds
2022-05-23 18:00:00,100,Rain
2022-05-24 18:00:00,98,Clouds
2022-05-25 18:00:00,35,Clouds
2022-05-26 18:00:00,59,Clouds
2022-05-27 18:00:00,60,Clouds
2022-05-28 18:00:00,63,Clouds
2022-05-29 18:00:00,0,Clear
2022-05-30 18:00:00,0,Clear
2022-05-31 18:00:00,2,Clear
2022-06-01 18:00:00,76,Clouds
2022-06-02 18:00:00,100,Clouds
2022-06-03 18:00:00,100,Rain
2022-06-04 18:00:00,100,Rain
2022-06-05 18:00:00,1,Clear
2022-06-06 18:00:00,0,Clear
2022-06-07 18:00:00,2,Clear
2022-06-08 18:00:00,57,Clouds
2022-06-09 18:00:00,88,Clouds
2022-06-10 18:00:00,0,Clear
2022-06-11 18:00:00,15,Clouds
2022-06-12 18:00:00,43,Clouds
2022-06-13 18:00:00,100,Clouds
2022-06-14 18:00:00,56,Clouds
2022-06-15 18:00:00,0,Clear
2022-06-16 18:00:00,1,Clear
2022-06-17 18:00:00,80,Clouds
2022-06-18 18:00:00,100,Clouds
2022-06-19 18:00:00,100,Clouds
2022-06-20 18:00:00,100,Clouds
2022-06-21 18:00:00,100,Clouds
2022-06-22 18:00:00,100,Rain
2022-06-23 18:00:00,83,Clouds
2022-06-24 18:00:00,100,Clouds
2022-06-25 18:00:00,100,Clouds
