date,rhmin,rhmax,tmin,tmax,temp,wind,rs,rh,pressure,et0,ra,et0_pmfao56,et0_hs,et0_fao24,et0_hamon
2021-05-21,54.3,99.5,6.4,14.0,10.2,6.6,13.0,76.9,967.0,1.47,18.63736989993936,1.49500504219355,1.3358746056135409,1.5971912103336459,1.3482526823274315
2021-05-22,41.2,100.0,0.9,15.9,8.4,5.0,13.0,70.6,966.0,1.59,18.50562645171855,1.5813120795187854,1.740694058359351,1.5638157455838406,1.1998464396860575
2021-05-23,22.2,98.9,-0.4,19.6,9.6,3.3,13.5,60.6,963.0,1.68,18.377819617810847,1.663201192087338,2.0899094807618304,1.8023857638235488,1.288114412418064
2021-05-24,25.5,87.2,4.5,20.6,12.6,5.9,12.9,56.4,963.0,2.34,18.25398453918164,2.2694816165180525,2.072311836790568,1.9782611122970726,1.5476999125206692
2021-05-25,24.4,88.3,3.2,22.4,12.8,5.8,13.0,56.4,963.0,2.53,18.134154828399794,2.4044414163050107,2.263410152740517,2.004736061289412,1.5612202760662386
2021-05-26,23.3,85.4,3.0,23.4,13.2,2.9,12.5,54.4,963.0,1.78,18.018362590186193,1.7088804441249674,2.349373307316016,1.8983966522717053,1.5948437483182942
2021-05-27,27.2,86.0,2.4,21.2,11.8,7.8,12.3,56.6,961.0,2.78,17.906638442957483,2.6526223352484233,2.137291702208676,1.8684592788827803,1.4560054993539893
2021-05-28,44.5,99.5,6.7,19.2,13.0,8.3,11.8,72.0,963.0,2.08,17.799011541233167,2.0346346781145304,1.804589868027333,1.6508927773041406,1.563979182882893
2021-05-29,66.6,99.1,6.2,15.4,10.8,5.6,4.3,82.8,964.0,1.02,17.69550959877231,1.0431494449759073,1.4262239190486623,0.3022051294870504,1.3585096434585957
2021-05-30,32.7,100.0,2.6,19.8,11.2,6.5,11.4,66.4,966.0,2.13,17.596158912304027,2.072246217328616,1.9670278367288063,1.539854618976878,1.388416778555569
2021-05-31,27.2,74.0,8.9,22.7,15.8,7.0,11.5,50.6,967.0,2.76,17.50098438571509,2.622928646286985,2.0393040431855987,1.9700615052627606,1.8451552327201997
2021-06-01,43.4,75.4,12.0,19.2,15.6,8.7,4.4,59.4,964.0,2.33,17.41000955455702,2.2284970218915845,1.4563614564656726,0.5392763438791375,1.8168217868543843
2021-06-02,38.9,89.0,9.3,23.1,16.2,7.8,11.2,64.0,961.0,2.58,17.323256610735168,2.4316266410967744,2.0434084725985646,1.788968132500621,1.8808849611090233
